data_idx	sorted_idx	orig_pred	new_pred	gold_label	contrast_label	orig_contrast_prob_pred	new_contrast_prob_pred	orig_input	edited_input	orig_editable_seg	edited_editable_seg	minimality	num_edit_rounds	mask_frac	duration	error
22	0	entailment	contradiction	entailment	contradiction	0.00016422063345089555	0.99990046	A man wearing a red vest is walking past a black and green fence. </s> A man is wearing a vest.	A man wearing a red vest is walking past a black and green fence. </s> A man is wearing a blue vest	A man wearing a red vest is walking past a black and green fence.</s> A man is wearing a vest.</s>	A man wearing a red vest is walking past a black and green fence. </s> A man is wearing a blue vest	0.2727272727272727	1	0.3	0.3182852268218994	False
146	0	contradiction	entailment	contradiction	entailment	4.127664215047844e-05	0.97275406	A woman in a red jacket walks down the street in the rain. </s> Woman walks down street on sunny day	A woman in a red jacket walks down the street in the rain. </s> Woman walks down street in the rain	A woman in a red jacket walks down the street in the rain.</s> Woman walks down street on sunny day</s>	A woman in a red jacket walks down the street in the rain. </s> Woman walks down street in the rain	0.36363636363636365	1	0.3	0.2932262420654297	False
63	0	neutral	entailment	entailment	contradiction	0.009732997976243496	0.0014069891	Artist on street corner selling his artwork. </s> Someone is selling paintings.	Artist on street corner selling his artwork. </s>  An artist is selling his artwork.	Artist on street corner selling his artwork.</s> Someone is selling paintings.</s>	Artist on street corner selling his artwork. </s>  An artist is selling his artwork.	0.6923076923076923	1	0.3	0.2745697498321533	False
158	0	contradiction	entailment	contradiction	entailment	0.018081430345773697	0.9353223	A woman cook in an apron is smiling at the camera with two other cooks in the background. </s> A woman not paying attention to the camera	A woman cook in an apron is smiling at the camera with two other cooks in the background. </s> A woman smiles to the camera	A woman cook in an apron is smiling at the camera with two other cooks in the background.</s> A woman not paying attention to the camera</s>	A woman cook in an apron is smiling at the camera with two other cooks in the background. </s> A woman smiles to the camera	0.32142857142857145	1	0.3	0.18476104736328125	False
205	0	contradiction	entailment	contradiction	entailment	0.0003019968280568719	0.86874646	An adorable child leaping to block a soccer ball from entering the goal. </s> A child blocks a goal with his hockey stick.	An adorable child leaping to block a soccer ball from entering the goal. </s> A child blocks a  ball from his goal.	An adorable child leaping to block a soccer ball from entering the goal.</s> A child blocks a goal with his hockey stick.</s>	An adorable child leaping to block a soccer ball from entering the goal. </s> A child blocks a  ball from his goal.	0.375	1	0.3	0.2035658359527588	False
8	0	entailment	contradiction	entailment	contradiction	0.00010411267430754378	0.99872965	A young man standing outside a laundromat. </s> A man is standing.	A young man standing outside a laundromat. </s> A  woman is standing outside her house	A young man standing outside a laundromat.</s> A man is standing.</s>	A young man standing outside a laundromat. </s> A  woman is standing outside her house	0.6923076923076923	1	0.3	0.30036234855651855	False
5	0	entailment	contradiction	entailment	contradiction	0.004253227263689041	0.9997482	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right. </s> Runners see a dragon costumed person	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right. </s> Runners  in various athletic garb, as well as one individual in  a dragon costumed, run to the left	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.</s> Runners see a dragon costumed person</s>	Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right. </s> Runners  in various athletic garb, as well as one individual in  a dragon costumed, run to the left	0.6451612903225806	1	0.3	0.5858719348907471	False
90	0	entailment	contradiction	entailment	contradiction	0.0008516695233993232	0.99910307	A wall hung with multicolored crosses is visible behind the group of young men as they converse. </s> Young men are talking	A wall hung with multicolored crosses is visible behind the group of young men as they converse. </s>  The men are sleeping	A wall hung with multicolored crosses is visible behind the group of young men as they converse.</s> Young men are talking</s>	A wall hung with multicolored crosses is visible behind the group of young men as they converse. </s>  The men are sleeping	0.30434782608695654	1	0.3	0.36578798294067383	False
250	0	contradiction	entailment	contradiction	entailment	0.00014845594705548137	0.72008103	San Fransisco 49ers football field with cheerleaders and a packed stadium. </s> The football game got cancelled and the field is empty.	San Fransisco 49ers football field with cheerleaders and a packed stadium. </s> The football game got  packed and the field is full of people	San Fransisco 49ers football field with cheerleaders and a packed stadium.</s> The football game got cancelled and the field is empty.</s>	San Fransisco 49ers football field with cheerleaders and a packed stadium. </s> The football game got  packed and the field is full of people	0.34782608695652173	1	0.3	0.2598998546600342	False
73	0	entailment	contradiction	entailment	contradiction	0.000427980994572863	0.99993324	Women in costume stand on a stage. </s> The women are on stage.	Women in costume stand on a stage. </s> The women are asleep in bed.	Women in costume stand on a stage.</s> The women are on stage.</s>	Women in costume stand on a stage. </s> The women are asleep in bed.	0.5714285714285714	1	0.3	0.25259876251220703	False
196	0	contradiction	entailment	contradiction	entailment	0.0008733766153454781	0.99533266	A man sits outdoors with some of his belongings. </s> A man is inside.	A man sits outdoors with some of his belongings. </s> A man is outdoors.	A man sits outdoors with some of his belongings.</s> A man is inside.</s>	A man sits outdoors with some of his belongings. </s> A man is outdoors.	0.4	1	0.3	0.2561187744140625	False
12	0	entailment	entailment	entailment	contradiction	0.0089099807664752	0.06834973	A man sits on a couch beside a colorful cushion with a pencil in his hand. </s> The man is holding a pencil.	A man sits on a couch beside a colorful cushion with a pencil in his hand. </s> The man is  holding a pencil in his hand	A man sits on a couch beside a colorful cushion with a pencil in his hand.</s> The man is holding a pencil.</s>	A man sits on a couch beside a colorful cushion with a pencil in his hand. </s> The man is  holding a pencil in his hand	0.3333333333333333	1	0.3	0.4053373336791992	False
110	0	entailment	contradiction	entailment	contradiction	0.018311327323317528	0.9999287	A man is kayaking in rough waters. </s> The man is in a boat	A man is kayaking in rough waters. </s> The man is  riding a bike in the desert	A man is kayaking in rough waters.</s> The man is in a boat</s>	A man is kayaking in rough waters. </s> The man is  riding a bike in the desert	0.6	1	0.3	0.3252685070037842	False
92	0	entailment	contradiction	entailment	contradiction	0.000605595123488456	0.99993134	Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights. </s> People in costumes	Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights. </s> Two women in costumes	Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.</s> People in costumes</s>	Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights. </s> Two women in costumes	0.2962962962962963	1	0.3	0.19695138931274414	False
166	0	contradiction	entailment	contradiction	entailment	0.009959653951227665	0.8694227	A black and white picture of a city street with a food vendor in the foreground. </s> The colors has disappeared form the world.	A black and white picture of a city street with a food vendor in the foreground. </s> The colors has  color in the background.	A black and white picture of a city street with a food vendor in the foreground.</s> The colors has disappeared form the world.</s>	A black and white picture of a city street with a food vendor in the foreground. </s> The colors has  color in the background.	0.32	1	0.3	0.19316434860229492	False
64	0	contradiction	entailment	entailment	contradiction	0.9891118407249451	0.02998778	A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo. </s> A boy alien dressed for summer in a green shirt and kahki shorts	A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo. </s> A  boy dressed for summer in a green shirt and kahki shorts	A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.</s> A boy alien dressed for summer in a green shirt and kahki shorts</s>	A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo. </s> A  boy dressed for summer in a green shirt and kahki shorts	0.19444444444444445	1	0.3	0.28754568099975586	False
7	0	entailment	contradiction	entailment	contradiction	0.003108435543254018	0.99959475	"Two uniformed women, wearing jackets saying ""Politie"" on the back, are looking at each other in front of a crowd. </s> The women are wearing clothes"	"Two uniformed women, wearing jackets saying ""Politie"" on the back, are looking at each other in front of a crowd. </s> The women are not wearing uniforms"	"Two uniformed women, wearing jackets saying ""Politie"" on the back, are looking at each other in front of a crowd.</s> The women are wearing clothes</s>"	"Two uniformed women, wearing jackets saying ""Politie"" on the back, are looking at each other in front of a crowd. </s> The women are not wearing uniforms"	0.22580645161290322	1	0.3	0.19305086135864258	False
179	0	contradiction	contradiction	contradiction	entailment	6.750292868673569e-06	0.0067624673	A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it. </s> Two men lie on tables in the morgue.	A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it. </s> Two men are in the morgue.	A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.</s> Two men lie on tables in the morgue.</s>	A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it. </s> Two men are in the morgue.	0.23684210526315788	1	0.3	0.17703819274902344	False
89	0	neutral	contradiction	entailment	contradiction	0.10892049968242645	0.99420893	Two men are boxing in fighting arena. </s> TWo men are boxing.	Two men are boxing in fighting arena. </s> Three men are boxing.	Two men are boxing in fighting arena.</s> TWo men are boxing.</s>	Two men are boxing in fighting arena. </s> Three men are boxing.	0.5384615384615384	1	0.3	0.24936890602111816	False
184	0	contradiction	entailment	contradiction	entailment	1.879452793218661e-05	0.98545164	A man wearing a black hat and coat makes a face with a crowd behind him. </s> A man is taking a shower.	A man wearing a black hat and coat makes a face with a crowd behind him. </s> A man is  making a face.	A man wearing a black hat and coat makes a face with a crowd behind him.</s> A man is taking a shower.</s>	A man wearing a black hat and coat makes a face with a crowd behind him. </s> A man is  making a face.	0.2916666666666667	1	0.3	0.273374080657959	False
262	0	contradiction	entailment	contradiction	entailment	2.514371999495779e-07	0.96811086	"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper. </s> A woman is diving off a mountain."	"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper. </s> A woman is  writing on a white paper."	"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.</s> A woman is diving off a mountain.</s>"	"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper. </s> A woman is  writing on a white paper."	0.20930232558139536	1	0.3	0.26007890701293945	False
227	0	contradiction	contradiction	contradiction	entailment	4.916703619528562e-05	8.879032e-05	Two children play in the snow by the side of the road. </s> Toddles are roasting marshmallows.	Two children play in the snow by the side of the road. </s>  Skiles are  posing indoors.	Two children play in the snow by the side of the road.</s> Toddles are roasting marshmallows.</s>	Two children play in the snow by the side of the road. </s>  Skiles are  posing indoors.	0.4444444444444444	1	0.3	0.424821138381958	False
109	0	entailment	entailment	entailment	contradiction	0.0032289132941514254	0.003478931	two dogs run across the woods. </s> The canines run around in the forest.	two dogs run across the woods. </s> The canines run  through the forest.	two dogs run across the woods.</s> The canines run around in the forest.</s>	two dogs run across the woods. </s> The canines run  through the forest.	0.5333333333333333	1	0.3	0.2888610363006592	False
45	0	entailment	entailment	entailment	contradiction	0.018664855509996414	0.0022713044	A man touching a hanging strand of lamps. </s> A man is reaching out to a strand of lamps.	A man touching a hanging strand of lamps. </s> A man is  touching a strand of lamps.	A man touching a hanging strand of lamps.</s> A man is reaching out to a strand of lamps.</s>	A man touching a hanging strand of lamps. </s> A man is  touching a strand of lamps.	0.45	1	0.3	0.28957438468933105	False
176	0	entailment	entailment	contradiction	entailment	0.49527719616889954	0.9566971	two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face. </s> two people do jump kicks	two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face. </s> two people do physical activity indoors	two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.</s> two people do jump kicks</s>	two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face. </s> two people do physical activity indoors	0.18421052631578946	1	0.3	0.21824431419372559	False
129	0	entailment	contradiction	entailment	contradiction	0.43435138463974	0.9784257	A small, pale bird bends down to examine a crumb. </s> The bird is on the ground.	A small, pale bird bends down to examine a crumb. </s> The bird is black.	A small, pale bird bends down to examine a crumb.</s> The bird is on the ground.</s>	A small, pale bird bends down to examine a crumb. </s> The bird is black.	0.42105263157894735	1	0.3	0.2815573215484619	False
237	0	neutral	neutral	contradiction	entailment	0.0037241277750581503	0.47055992	A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees. </s> the woman is hanging out with her kids	A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees. </s> the woman is  looking out  at her surroundings	A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.</s> the woman is hanging out with her kids</s>	A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees. </s> the woman is  looking out  at her surroundings	0.3076923076923077	1	0.3	0.27855920791625977	False
263	0	contradiction	entailment	contradiction	entailment	0.2747148275375366	0.95568126	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table. </s> man in suit	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table. </s> man in white	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.</s> man in suit</s>	A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table. </s> man in white	0.24	1	0.3	0.21219539642333984	False
272	0	contradiction	entailment	contradiction	entailment	0.0002611517847981304	0.93692386	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall. </s> People are taking the elevator.	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall. </s> People are  looking at the wall.	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.</s> People are taking the elevator.</s>	People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall. </s> People are  looking at the wall.	0.27586206896551724	1	0.3	0.2196807861328125	False
191	0	contradiction	entailment	contradiction	entailment	7.152777470764704e-06	0.9885488	A younger couple is walking across a crosswalk outside with a very busy bus stop behind them. </s> There are people inside of a store.	A younger couple is walking across a crosswalk outside with a very busy bus stop behind them. </s> There are people  at a bus stop.	A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.</s> There are people inside of a store.</s>	A younger couple is walking across a crosswalk outside with a very busy bus stop behind them. </s> There are people  at a bus stop.	0.34615384615384615	1	0.3	0.21031665802001953	False
259	0	contradiction	entailment	contradiction	entailment	0.0002347268455196172	0.9498598	A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him. </s> A girl puts on some sunglasses	A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him. </s> A boy puts on some sunglasses	A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.</s> A girl puts on some sunglasses</s>	A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him. </s> A boy puts on some sunglasses	0.25	1	0.3	0.26103734970092773	False
108	0	entailment	entailment	entailment	contradiction	0.002852714154869318	0.03833151	A man and woman setup a camera. </s> Two people setup a device	A man and woman setup a camera. </s>  Two people setup a camera	A man and woman setup a camera.</s> Two people setup a device</s>	A man and woman setup a camera. </s>  Two people setup a camera	0.42857142857142855	1	0.3	0.35129857063293457	False
46	0	entailment	contradiction	entailment	contradiction	4.161857577855699e-05	0.9986644	Dog running with a purple toy in the snowy field. </s> A dog is running.	Dog running with a purple toy in the snowy field. </s>  The dog is running with no toy in the snow	Dog running with a purple toy in the snowy field.</s> A dog is running.</s>	Dog running with a purple toy in the snowy field. </s>  The dog is running with no toy in the snow	0.75	1	0.3	0.45020365715026855	False
153	0	contradiction	entailment	contradiction	entailment	1.8905006982095074e-06	0.9735786	A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. </s> Nobody has a tattoo	A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. </s>  A woman has a tattoo	A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.</s> Nobody has a tattoo</s>	A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. </s>  A woman has a tattoo	0.26666666666666666	1	0.3	0.2861967086791992	False
200	0	contradiction	entailment	contradiction	entailment	4.672466729971347e-06	0.5240772	The white dog is pulling a large stick. </s> The dog is taking a nap at the park.	The white dog is pulling a large stick. </s> The dog is  pulling a  stick in the air.	The white dog is pulling a large stick.</s> The dog is taking a nap at the park.</s>	The white dog is pulling a large stick. </s> The dog is  pulling a  stick in the air.	0.47368421052631576	1	0.3	0.4311673641204834	False
247	0	contradiction	contradiction	contradiction	entailment	0.0014435829361900687	0.0019936424	A singer wearing a leather jacket performs on stage with dramatic lighting behind him. </s> the singer did not show up	A singer wearing a leather jacket performs on stage with dramatic lighting behind him. </s> the singer did not show up	A singer wearing a leather jacket performs on stage with dramatic lighting behind him.</s> the singer did not show up</s>	A singer wearing a leather jacket performs on stage with dramatic lighting behind him. </s> the singer did not show up	0.2727272727272727	1	0.3	0.24965786933898926	False
27	0	entailment	contradiction	entailment	contradiction	0.0029807970859110355	0.96489656	An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks. </s> A woman is preparing food for a child.	An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks. </s> A  woman is preparing  food for a young Asian girl	An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks.</s> A woman is preparing food for a child.</s>	An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks. </s> A  woman is preparing  food for a young Asian girl	0.14583333333333334	1	0.3	0.38691163063049316	False
231	0	contradiction	entailment	contradiction	entailment	1.5697476101195207e-06	0.7285306	a woman wearing a pink tank top holding a mug of liquid </s> A woman in a blue tank top holding a car.	a woman wearing a pink tank top holding a mug of liquid </s> A woman  in a  tank top holding a cup of liquid.	a woman wearing a pink tank top holding a mug of liquid</s> A woman in a blue tank top holding a car.</s>	a woman wearing a pink tank top holding a mug of liquid </s> A woman  in a  tank top holding a cup of liquid.	0.3333333333333333	1	0.3	0.29927849769592285	False
160	0	contradiction	neutral	contradiction	entailment	4.969719157088548e-06	0.24970265	A man with a beard is playing an acoustic guitar on the street. </s> A woman flashes bystanders.	A man with a beard is playing an acoustic guitar on the street. </s> A  musician impresses by street performers.	A man with a beard is playing an acoustic guitar on the street.</s> A woman flashes bystanders.</s>	A man with a beard is playing an acoustic guitar on the street. </s> A  musician impresses by street performers.	0.5263157894736842	1	0.3	0.2725701332092285	False
189	0	contradiction	neutral	contradiction	entailment	3.715592174557969e-05	0.18234451	One man, shirtless, and a woman, clothed, jumping in the water. </s> Two people are in a helicopter, high above the Sahara desert.	One man, shirtless, and a woman, clothed, jumping in the water. </s> Two people  are in a  high, high  up in the Sahara water.	One man, shirtless, and a woman, clothed, jumping in the water.</s> Two people are in a helicopter, high above the Sahara desert.</s>	One man, shirtless, and a woman, clothed, jumping in the water. </s> Two people  are in a  high, high  up in the Sahara water.	0.3103448275862069	1	0.3	0.39961743354797363	False
226	0	contradiction	entailment	contradiction	entailment	0.0016348563367500901	0.99011713	A large group of people walking in a busy city at night. </s> People are outside in a park.	A large group of people walking in a busy city at night. </s> People are  walking in a city at night.	A large group of people walking in a busy city at night.</s> People are outside in a park.</s>	A large group of people walking in a busy city at night. </s> People are  walking in a city at night.	0.45	1	0.3	0.4116683006286621	False
37	0	neutral	neutral	entailment	contradiction	0.41447940468788147	0.23265949	A fat woman wearing faint blue top is blowing soap bubble. </s> A fat woman is wearing a shirt.	A fat woman wearing faint blue top is blowing soap bubble. </s> A fat woman is  taking a bath	A fat woman wearing faint blue top is blowing soap bubble.</s> A fat woman is wearing a shirt.</s>	A fat woman wearing faint blue top is blowing soap bubble. </s> A fat woman is  taking a bath	0.35	1	0.3	0.429185152053833	False
209	0	contradiction	entailment	contradiction	entailment	0.0003008382045663893	0.883819	A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag. </s> The photo was of two men.	A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag. </s> The photo  shows the two women.	A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag.</s> The photo was of two men.</s>	A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag. </s> The photo  shows the two women.	0.19047619047619047	1	0.3	0.3096749782562256	False
97	0	entailment	entailment	entailment	contradiction	0.0006518194568343461	0.008755299	A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor. </s> a guy in brown jumps up in a room with a  wood floor	A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor. </s> a  man in  jeans and jeans jumps  high in a  living room with a  fireplace and wooden floor	A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor.</s> a guy in brown jumps up in a room with a wood floor</s>	A man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor. </s> a  man in  jeans and jeans jumps  high in a  living room with a  fireplace and wooden floor	0.358974358974359	1	0.3	0.5358870029449463	False
